454	640	1385982020
454	520	1385982660
454	866	1385984900
454	874	1385984920
454	156	1385985100
454	502	1385986200
454	54	1385990080
454	576	1385990080
454	605	1385990080
454	869	1385990080
454	691	1385994860
454	642	1385994880
454	658	1385995160
454	159	1386054660
454	1412	1386061440
454	525	1386061460
454	201	1386061640
454	245	1386061700
454	687	1386061780
454	634	1386061800
454	420	1386061960
454	38	1386062040
454	243	1386083760
454	1212	1386159940
454	134	1386245420
454	582	1386334780
640	866	1385982460
640	219	1385982520
640	245	1385982520
640	634	1385982540
640	420	1385982540
640	658	1385982540
640	54	1385982560
640	1201	1385983100
640	1	1385983100
640	520	1385983260
640	642	1385983320
640	151	1385983440
640	156	1385984480
640	874	1385984940
640	502	1385985760
640	605	1385990180
640	201	1385994860
640	691	1385994860
640	214	1385997720
640	159	1386058500
640	41	1386061160
640	525	1386061200
640	1412	1386061420
640	243	1386155660
640	38	1386162180
640	869	1386170080
640	753	1386171540
640	220	1386333540
1	939	1385982020
1	55	1385982060
1	778	1385982120
1	779	1385982320
1	883	1385982320
1	653	1385982320
1	202	1385982340
1	252	1385982380
1	117	1385982380
1	494	1385982420
1	205	1385982440
1	1201	1385983120
1	196	1385983240
1	364	1385983860
1	170	1385984620
1	894	1385984640
1	871	1385984640
1	106	1385985260
1	63	1385985940
1	101	1385989900
1	199	1385990040
1	179	1385993560
939	132	1385982380
939	894	1385982820
939	272	1385982840
939	170	1385982840
939	117	1385982880
939	106	1385983080
939	653	1385984220
939	778	1385989900
939	205	1385989920
939	346	1385996900
939	374	1385996900
939	494	1385997020
939	199	1385997040
939	798	1385997080
939	544	1385997140
939	883	1385997280
939	779	1385997460
939	649	1385997520
939	626	1385997540
939	179	1386061260
939	252	1386061360
939	364	1386061600
939	202	1386061820
939	63	1386061900
939	871	1386068820
939	196	1386069040
939	55	1386074020
939	441	1386074200
939	240	1386140440
939	39	1386148260
939	101	1386149940
939	327	1386161400
939	447	1386244300
939	255	1386333640
939	275	1386333800
185	258	1385982020
185	938	1385982860
185	390	1385982880
185	744	1385982880
185	214	1385982900
185	269	1385982960
185	325	1385990240
185	248	1385990300
185	267	1385990480
185	382	1385990560
185	58	1385998840
185	190	1386054300
185	603	1386055220
185	213	1386056500
185	254	1386061040
185	38	1386061200
185	677	1386061200
185	443	1386061240
185	179	1386061460
185	356	1386061560
185	85	1386061700
185	843	1386061700
185	115	1386061720
185	116	1386061720
185	621	1386061760
185	176	1386061900
185	256	1386083880
185	601	1386083880
185	533	1386084060
185	14	1386147900
185	388	1386147900
185	786	1386148120
185	923	1386148120
185	998	1386148160
185	612	1386158180
185	1218	1386170280
185	232	1386234320
185	784	1386234360
185	276	1386234660
185	160	1386320320
185	343	1386339160
185	836	1386342680
185	941	1386342720
258	214	1385982840
258	744	1385982880
258	356	1385982880
258	190	1385982880
258	786	1385982900
258	276	1385982900
258	621	1385982900
258	254	1385982920
258	382	1385983000
258	176	1385986400
258	836	1385989320
258	269	1385989340
258	85	1385989580
258	4	1385989860
258	335	1385989880
258	765	1385989900
258	267	1385990260
258	603	1386054200
258	938	1386055600
258	213	1386059620
258	390	1386062340
258	372	1386083680
258	115	1386147660
258	797	1386157780
258	612	1386157900
258	312	1386157980
258	525	1386158040
258	886	1386158500
258	116	1386170200
258	1218	1386170280
258	256	1386318340
258	784	1386333060
258	131	1386342920
55	170	1385982020
55	779	1385982040
55	202	1385982040
55	883	1385982160
55	252	1385982320
55	117	1385984360
55	106	1385984380
55	364	1385984460
55	778	1385984840
55	871	1385985580
55	494	1385985760
55	205	1385987080
55	196	1385987560
55	272	1385993100
55	545	1385993680
55	653	1386061880
55	894	1386066460
55	626	1386068740
55	179	1386069820
55	265	1386154360
55	447	1386155480
55	275	1386158300
55	425	1386320020
55	101	1386320020
55	240	1386320040
55	674	1386324060
170	202	1385982320
170	252	1385982320
170	205	1385982340
170	494	1385982360
170	240	1385982380
170	122	1385982400
170	778	1385982420
170	89	1385982600
170	117	1385982620
170	779	1385982640
170	179	1385982640
170	894	1385982660
170	272	1385982680
170	106	1385983600
170	132	1385983760
170	871	1385985400
170	883	1385985720
170	63	1385993540
170	39	1385993560
170	196	1385996940
170	364	1385997020
170	374	1385997020
170	545	1385997680
170	653	1385997680
170	265	1386062140
170	46	1386160660
170	285	1386242180
170	120	1386242200
170	447	1386244980
170	119	1386331820
9	453	1385982020
9	45	1385982020
9	243	1385982600
9	634	1385982600
9	605	1385982620
9	1518	1385982740
9	1828	1385982760
9	58	1385982920
9	116	1385983000
9	488	1385983480
9	311	1385983960
9	48	1386054040
9	448	1386054100
9	92	1386055760
9	134	1386060980
9	242	1386060980
9	232	1386061000
9	1332	1386061280
9	254	1386061460
9	79	1386061540
9	372	1386061760
9	327	1386061820
9	492	1386062020
9	496	1386065980
9	322	1386069320
9	998	1386069320
9	267	1386069340
9	85	1386069440
9	89	1386072680
9	845	1386073360
9	923	1386075000
9	382	1386075460
9	200	1386076400
9	601	1386076440
9	253	1386076460
9	706	1386083540
9	1512	1386083640
9	115	1386083660
9	280	1386083920
9	353	1386084080
9	285	1386084080
9	14	1386084100
9	388	1386084200
9	194	1386141300
9	413	1386144100
9	210	1386144320
9	15	1386147500
9	826	1386148460
9	743	1386153080
9	21	1386232140
9	681	1386234200
9	471	1386234240
9	160	1386234540
9	71	1386234620
9	80	1386234780
9	172	1386234800
9	525	1386245300
9	1320	1386245380
9	211	1386245480
9	751	1386247840
9	941	1386320380
9	674	1386320440
9	65	1386320880
9	954	1386320880
9	256	1386320920
9	480	1386321020
9	502	1386331300
9	765	1386331380
9	120	1386345260
453	45	1385982080
453	202	1385982500
453	311	1385982560
453	545	1385982840
453	388	1385990400
453	134	1385991520
453	492	1385991640
453	488	1385993680
453	496	1385993820
453	603	1385997360
453	15	1386060960
453	79	1386060980
453	92	1386061640
453	48	1386083520
453	89	1386140980
453	448	1386228460
453	601	1386234220
453	71	1386234680
453	200	1386241780
453	211	1386241780
453	413	1386241780
453	256	1386320680
453	706	1386328220
453	194	1386328340
453	285	1386331940
453	998	1386343100
45	311	1385982340
45	122	1385982380
45	202	1385982400
45	492	1385982640
45	545	1385982680
45	79	1385982880
45	674	1385982920
45	448	1385989840
45	71	1385989900
45	279	1385989960
45	706	1385990000
45	211	1385990040
45	194	1385990080
45	480	1385994320
45	285	1385996380
45	92	1385996540
45	210	1385997040
45	743	1385997040
45	232	1385998320
45	89	1385998360
45	322	1385998680
45	48	1386054080
45	134	1386056620
45	15	1386060940
45	471	1386061120
45	254	1386061460
45	242	1386061900
45	80	1386062720
45	200	1386069080
45	496	1386069160
45	1518	1386069440
45	1228	1386070060
45	784	1386072500
45	382	1386075940
45	388	1386076300
45	601	1386083500
45	372	1386083680
45	280	1386083880
45	497	1386083920
45	179	1386234360
45	63	1386234360
45	61	1386234380
45	1204	1386234400
45	14	1386234540
45	120	1386234660
45	172	1386234660
45	413	1386241800
45	253	1386241800
45	765	1386241840
